CRSR,1.85,"Technology Hardware, Storage and Peripherals"
BANR,1.02,Regional Banks
SAFE,2.366166667,Other Specialized REITs
NEX,2.11,Oil and Gas Equipment and Services
GOGO,1.32,Wireless Telecommunication Services
VIRT,0.17,Investment Banking and Brokerage
LAUR,0.821,Education Services
MRVI,-0.221,Life Sciences Tools and Services
GPRE,1.76,Oil and Gas Refining and Marketing
HBI,1.59,"Apparel, Accessories and Luxury Goods"
NAPA,0.166,Distillers and Vintners
GFF,1.54,Building Products
VRTV,2.07,Trading Companies and Distributors
WSBC,0.94,Regional Banks
COHU,1.55,Semiconductor Materials and Equipment
STR,3.742241379,Oil and Gas Exploration and Production
BATR.A,0.899,Movies and Entertainment
BATR.K,0.899,Movies and Entertainment
CAKE,1.44,Restaurants
ODP,1.83,Other Specialty Retail
JACK,1.64,Restaurants
AKRO,-0.907,Biotechnology
GVA,1.42,Construction and Engineering
AMPH,0.732,Pharmaceuticals
NOVA,2.12,Renewable Electricity
FORG,0.644,Application Software
VZIO,1.73,Consumer Electronics
LZ,1.41,Research and Consulting Services
LILA,1.34,Alternative Carriers
LILA.K,1.34,Alternative Carriers
PLAY,1.95,Restaurants
BKE,0.969,Apparel Retail
PARR,2.05,Oil and Gas Refining and Marketing
FLNG,0.245,Oil and Gas Storage and Transportation
UE,1.56,Retail REITs
PEB,1.83,Hotel and Resort REITs
OII,2.85,Oil and Gas Equipment and Services
WGO,1.68,Automobile Manufacturers
TRUP,1.75,Life and Health Insurance
ETWO,0.616,Application Software
DHT,-0.174,Oil and Gas Storage and Transportation
TTEC,1.05,Data Processing and Outsourced Services
FGEN,0.855,Biotechnology
MCY,0.621,Property and Casualty Insurance
USM,0.675,Wireless Telecommunication Services
ATGE,1.01,Education Services
CNK,2.29,Movies and Entertainment
CPRX,1.16,Biotechnology
MHO,1.89,Homebuilding
ROIC,1.39,Retail REITs
PJT,0.773,Investment Banking and Brokerage
ATEC,1.25,Health Care Equipment
JBGS,0.973,Office REITs
INFN,1.38,Communications Equipment
OSIS,0.914,Electronic Equipment and Instruments
COUR,1.25,Education Services
AMEH,0.778,Health Care Services
DRH,1.65,Hotel and Resort REITs
RNST,1.13,Regional Banks
KTOS,0.823,Aerospace and Defense
MRTN,0.893,Cargo Ground Transportation
ADUS,0.819,Health Care Services
CLDX,2.17,Biotechnology
MIR,0.553,Electronic Equipment and Instruments
PHR,0.648,Health Care Technology
NWN,0.548,Gas Utilities
RLJ,1.78,Hotel and Resort REITs
BKU,1.21,Regional Banks
GTY,0.898,Retail REITs
IMKT.A,0.643,Food Retail
AHCO,0.868,Health Care Distributors
EAT,2.36,Restaurants
XNCR,0.82,Biotechnology
ZIP,1.52,Interactive Media and Services
SKIN,1.15,Personal Care Products
SOVO,0.6,Packaged Foods and Meats
SBH,1.3,Other Specialty Retail
CTOS,0.682,Trading Companies and Distributors
RIOT,4.25,Application Software
OXM,1.57,"Apparel, Accessories and Luxury Goods"
EFSC,1.15,Regional Banks
LNN,0.615,Agricultural and Farm Machinery
NXT,3.100653061,Electrical Components and Equipment
LRN,0.351,Education Services
SVC,2.23,Hotel and Resort REITs
RES,1.82,Oil and Gas Equipment and Services
TVTX,0.478,Biotechnology
CSGS,0.886,Data Processing and Outsourced Services
HLMN,1.56,Industrial Machinery and Supplies and Components
HTLF,1.08,Regional Banks
ALGT,1.61,Passenger Airlines
KYMR,1.76,Biotechnology
CMTG,0.698,Mortgage REITs
LKFN,0.728,Regional Banks
IRWD,0.908,Biotechnology
HLIT,0.881,Communications Equipment
SYBT,0.7,Regional Banks
NVEE,1.15,Research and Consulting Services
GRBK,1.58,Homebuilding
EMBC,0.491,Health Care Supplies
HEES,2.04,Trading Companies and Distributors
VCYT,1.44,Biotechnology
SWTX,0.625,Biotechnology
PDFS,1.41,Semiconductor Materials and Equipment
VKTX,0.762,Biotechnology
HLF,1.14,Personal Care Products
INT,1.27,Oil and Gas Refining and Marketing
BRP,1.56,Insurance Brokers
MEI,1.13,Electronic Manufacturing Services
IVT,-5.16,Retail REITs
BCRX,2.03,Biotechnology
VSTO,0.963,Leisure Products
PLRX,1.45,Pharmaceuticals
CTS,0.723,Electronic Manufacturing Services
ELME,0.948,Multi-Family Residential REITs
UNFI,1.1,Food Distributors
OEC,1.66,Commodity Chemicals
AUPH,1.16,Biotechnology
ATUS,1.38,Cable and Satellite
AVDX,1.7,Transaction and Payment Processing Services
KN,1.49,Electronic Components
MNRO,1.02,Automotive Retail
TBBK,1.5,Regional Banks
MLKN,1.46,Office Services and Supplies
PATK,1.89,Automotive Parts and Equipment
SMTC,1.69,Semiconductors
TMCI,1.03,Health Care Equipment
CNNE,0.881,Multi-Sector Holdings
DK,1.43,Oil and Gas Refining and Marketing
HAIN,0.914,Packaged Foods and Meats
KNTK,0.592,Oil and Gas Storage and Transportation
AROC,1.76,Oil and Gas Equipment and Services
NWBI,0.585,Regional Banks
STEP,1.45,Asset Management and Custody Banks
KDNY,0.37,Biotechnology
SATS,0.739,Alternative Carriers
BFH,2,Consumer Finance
PRAA,1.17,Consumer Finance
EVRI,2.39,Casinos and Gaming
SLG,1.5,Office REITs
PGTI,1.42,Building Products
GPOR,0.373,Oil and Gas Exploration and Production
TRMK,0.801,Regional Banks
SILK,1.22,Health Care Supplies
UPWK,1.52,Human Resource and Employment Services
ROCK,1.16,Building Products
ATSG,0.793,Air Freight and Logistics
KAR,1.24,Diversified Support Services
EYE,1.5,Other Specialty Retail
MORF,1.18,Biotechnology
UCTT,1.99,Semiconductor Materials and Equipment
INDI,0.86,Semiconductors
NUVL,1.6,Biotechnology
ACLX,0.493,Biotechnology
COMP,2.77,Real Estate Services
SUMO,1.31,Application Software
SXI,1.18,Industrial Machinery and Supplies and Components
XHR,1.52,Hotel and Resort REITs
MARA,5.06,Application Software
EPAC,1.36,Industrial Machinery and Supplies and Components
TNK,-0.127,Oil and Gas Storage and Transportation
ARVN,1.79,Pharmaceuticals
LTC,0.946,Health Care REITs
FBNC,1.11,Regional Banks
FBK,1.04,Regional Banks
RDNT,1.55,Health Care Services
SNDX,1.04,Biotechnology
JBI,0.794,Building Products
NBTB,0.556,Regional Banks
BBUC,1.17,Industrial Conglomerates
FDP,0.666,Agricultural Products and Services
HURN,0.528,Research and Consulting Services
PFS,0.965,Regional Banks
MDRX,1.01,Health Care Technology
PTVE,1.43,Paper and Plastic Packaging Products and Materials
AMPL,1.8,Application Software
QTWO,1.48,Application Software
TWO,1.75,Mortgage REITs
ROAD,0.922,Construction and Engineering
RAMP,1.14,Application Software
RADI,0.575,Integrated Telecommunication Services
MCRI,1.69,Casinos and Gaming
OSCR,0.927,Life and Health Insurance
AGM,1.04,Commercial and Residential Mortgage Finance
SABR,1.85,"Hotels, Resorts and Cruise Lines"
CMP,1.35,Diversified Metals and Mining
DDD,1.72,Industrial Machinery and Supplies and Components
MNTV,1.52,Application Software
FNA,1.05,Health Care Equipment
CHCO,0.54,Regional Banks
ENVA,1.55,Consumer Finance
TGH,1.21,Trading Companies and Distributors
AVID,1.23,"Technology Hardware, Storage and Peripherals"
EVBG,0.78,Application Software
MLNK,0.898,Application Software
CRDO,1.2,Semiconductors
SWI,0.919,Systems Software
VCEL,1.72,Biotechnology
VRTS,1.61,Asset Management and Custody Banks
AVNS,0.929,Health Care Supplies
ANDE,0.767,Food Distributors
TCBK,0.608,Regional Banks
TTMI,1.48,Electronic Manufacturing Services
ESTE,2.07,Oil and Gas Exploration and Production
NSSC,1.11,Electronic Equipment and Instruments
PLMR,0.057,Property and Casualty Insurance
MSEX,0.745,Water Utilities
CODI,1.72,Multi-Sector Holdings
ALEX,1.33,Diversified REITs
IOVA,0.241,Biotechnology
HMN,0.42,Multi-line Insurance
DICE,0.851,Pharmaceuticals
UPBD,1.76,Computer and Electronics Retail
ANF,1.45,Apparel Retail
ECVT,0.835,Specialty Chemicals
RCKT,1.22,Biotechnology
WWW,1.67,Footwear
CHEF,1.84,Food Distributors
TFIN,1.18,Regional Banks
COMM,1.86,Communications Equipment
UTZ,0.826,Packaged Foods and Meats
VRE,1.17,Multi-Family Residential REITs
CDE,1.52,Gold
RCUS,0.882,Biotechnology
GNL,1.23,Diversified REITs
AKR,1.5,Retail REITs
TH,2.6,"Hotels, Resorts and Cruise Lines"
NTB,1.41,Diversified Banks
PLUS,1.27,Technology Distributors
ZUO,1.82,Systems Software
OLO,1.21,Application Software
SFL,0.837,Oil and Gas Storage and Transportation
ARI,1.67,Mortgage REITs
PRIM,1.26,Construction and Engineering
CIM,1.58,Mortgage REITs
SPNT,0.995,Reinsurance
TA,1.47,Automotive Retail
STEL,0.939,Regional Banks
UVV,0.716,Tobacco
ERII,1.16,Industrial Machinery and Supplies and Components
UPST,1.57,Consumer Finance
RYI,1.77,Steel
NVRO,0.823,Health Care Equipment
UDMY,1.85,Education Services
PRM,1.06,Specialty Chemicals
FCF,0.973,Regional Banks
CARS,1.94,Interactive Media and Services
USPH,1.34,Health Care Facilities
RXRX,1.99,Biotechnology
PRCT,1.57,Health Care Equipment
AGIO,0.956,Biotechnology
TNC,1.08,Industrial Machinery and Supplies and Components
ADPT,1.17,Life Sciences Tools and Services
MODN,0.678,Application Software
AVTA,1.26,Asset Management and Custody Banks
NBHC,0.947,Regional Banks
HTLD,0.604,Cargo Ground Transportation
PRO,1.1,Application Software
MMI,1.02,Real Estate Services
LGND,0.961,Pharmaceuticals
LZB,1.15,Home Furnishings
DVAX,1.45,Biotechnology
MGNI,2.15,Advertising
DEA,0.639,Office REITs
ADTN,1.4,Communications Equipment
EAF,1.42,Electrical Components and Equipment
CTKB,0.797,Life Sciences Tools and Services
IONQ,1.82,"Technology Hardware, Storage and Peripherals"
DFH,1.43,Homebuilding
DNOW,1.61,Trading Companies and Distributors
NMRK,1.72,Real Estate Services
MD,1.75,Health Care Services
VVX,2.238363636,Aerospace and Defense
WRBY,2.33,Other Specialty Retail
KFRC,0.936,Human Resource and Employment Services
NRDS,1.31,Consumer Finance
STBA,0.762,Regional Banks
APPS,2.48,Application Software
GDEN,2.38,Casinos and Gaming
DO,4.706857143,Oil and Gas Drilling
SMMT,-1.01,Biotechnology
GSHD,1.18,Insurance Brokers
KROS,1.3,Biotechnology
USNA,0.737,Personal Care Products
PTLO,1.57,Restaurants
DGII,1.25,Communications Equipment
MOD,2.29,Automotive Parts and Equipment
SPNS,1.28,Application Software
IRBT,1.09,Household Appliances
LADR,1.95,Mortgage REITs
WABC,0.638,Regional Banks
ALHC,1.86,Managed Health Care
OFG,1.08,Regional Banks
MODV,0.664,Health Care Services
SBGI,1.41,Broadcasting
KALU,1.27,Aluminum
CNXN,0.779,Technology Distributors
TDS,1.07,Wireless Telecommunication Services
MATV,0.83,Commodity Chemicals
DFIN,1.67,Financial Exchanges and Data
PTGX,2,Biotechnology
HLX,2.79,Oil and Gas Equipment and Services
ECPG,1.47,Consumer Finance
ALKT,1.5,Application Software
SNCY,1.47,Passenger Airlines
HOPE,1.19,Regional Banks
CDMO,1.77,Biotechnology
DCPH,0.711,Biotechnology
YEXT,1.12,Application Software
WNC,1.63,Construction Machinery and Heavy Transportation Equipment
STRL,1.37,Construction and Engineering
SASR,0.935,Regional Banks
HNI,0.945,Office Services and Supplies
CYRX,1.33,Life Sciences Tools and Services
TRS,0.723,"Metal, Glass and Plastic Containers"
FCEL,3.72,Electrical Components and Equipment
MBUU,1.61,Leisure Products
AIV,1.55,Multi-Family Residential REITs
NBR,2.8,Oil and Gas Drilling
CMPR,1.63,Commercial Printing
NXGN,1.03,Health Care Technology
ATEN,1.07,Systems Software
PCT,0.969,Commodity Chemicals
CMRE,1.36,Marine Transportation
PLL,0.677,Diversified Metals and Mining
CASH,0.81,Regional Banks
PRG,2.09,Consumer Finance
LMAT,0.979,Health Care Equipment
SPCE,1.43,Aerospace and Defense
EIG,0.255,Property and Casualty Insurance
RKT,2,Commercial and Residential Mortgage Finance
OPEN,1.86,Real Estate Services
SCHL,1.12,Publishing
CRNC,2.63,Application Software
IE,2.28275,Diversified Metals and Mining
AAT,1.15,Diversified REITs
OPK,1.65,Health Care Services
RC,1.44,Mortgage REITs
MBIN,1.14,Commercial and Residential Mortgage Finance
PACW,1.46,Regional Banks
OFLX,0.524,Industrial Machinery and Supplies and Components
BUSE,0.865,Regional Banks
JBSS,0.302,Packaged Foods and Meats
MED,1.18,Personal Care Products
BGS,0.484,Packaged Foods and Meats
NXRT,1.1,Multi-Family Residential REITs
MNTK,-0.265,Renewable Electricity
OSW,2.18,Specialized Consumer Services
DH,1.99,Health Care Technology
WINA,0.772,Other Specialty Retail
OMI,0.603,Health Care Distributors
ATRI,0.44,Health Care Supplies
GERN,0.779,Biotechnology
SAFT,0.294,Property and Casualty Insurance
COCO,1.34,Soft Drinks and Non-alcoholic Beverages
SRCE,0.921,Regional Banks
STC,1.11,Property and Casualty Insurance
MATW,1.13,Diversified Support Services
BHLB,1.01,Regional Banks
PMT,1.39,Mortgage REITs
VECO,1.29,Semiconductor Materials and Equipment
VRDN,0.966,Biotechnology
OCFC,0.91,Regional Banks
PRME,2.847781333,Biotechnology
RNA,-0.002,Biotechnology
MNKD,1.68,Biotechnology
SKYW,1.84,Passenger Airlines
INNV,-0.016,Health Care Services
UEC,2.03,Coal and Consumable Fuels
PL,1.33,Research and Consulting Services
LOB,1.5,Regional Banks
JELD,2.27,Building Products
STER,1.42,Human Resource and Employment Services
BMEA,-0.503,Biotechnology
NRC,0.521,Health Care Services
GES,1.89,Apparel Retail
MEG,1.73,Environmental and Facilities Services
KRO,1.06,Commodity Chemicals
CMCO,1.23,Industrial Machinery and Supplies and Components
HSKA,1.53,Health Care Equipment
NTST,0.959,Retail REITs
DIN,1.89,Restaurants
CXW,0.975,Security and Alarm Services
GBX,1.5,Construction Machinery and Heavy Transportation Equipment
ETNB,0.752,Biotechnology
ASIX,1.89,Commodity Chemicals
PSFE,1.9,Transaction and Payment Processing Services
ESRT,1.21,Diversified REITs
ACCD,1.62,Health Care Services
ME,1.42,Health Care Services
BYND,2.03,Packaged Foods and Meats
CVNA,2.8,Automotive Retail
SBSI,0.541,Regional Banks
EGBN,0.897,Regional Banks
PLAB,1.19,Semiconductor Materials and Equipment
TTGT,0.959,Advertising
IMAX,1.38,Movies and Entertainment
MBC,2.247621622,Building Products
HCSG,0.365,Diversified Support Services
FIGS,1.72,Health Care Supplies
ARGO,0.985,Property and Casualty Insurance
AZZ,1.27,Building Products
ZNTL,1.87,Biotechnology
ARKO,0.273,Automotive Retail
GIC,0.881,Trading Companies and Distributors
KIDS,0.914,Health Care Supplies
LBAI,0.833,Regional Banks
RYTM,1.82,Biotechnology
MFA,2,Mortgage REITs
RGR,0.474,Leisure Products
ARR,1.22,Mortgage REITs
SAVA,-0.092,Pharmaceuticals
MGI,1.05,Transaction and Payment Processing Services
REPL,1.69,Biotechnology
PRA,0.388,Property and Casualty Insurance
RDFN,2.22,Real Estate Services
LICY,1.19,Environmental and Facilities Services
CCF,0.695,Specialty Chemicals
OBNK,0.92,Regional Banks
ALX,0.745,Retail REITs
PGRE,1.23,Office REITs
VBTX,1.47,Regional Banks
FBRT,0.833,Mortgage REITs
LMND,1.55,Property and Casualty Insurance
UFPT,0.758,Health Care Supplies
GABC,0.701,Regional Banks
DAWN,-0.644,Biotechnology
GEO,0.722,Security and Alarm Services
DRQ,1.09,Oil and Gas Equipment and Services
XPOF,1.65,Leisure Facilities
BSIG,1.63,Asset Management and Custody Banks
STGW,1.26,Advertising
CLNE,2.19,Oil and Gas Refining and Marketing
TMP,0.63,Regional Banks
APOG,1.1,Building Products
DSGR,2.792564103,Trading Companies and Distributors
SHEN,0.646,Wireless Telecommunication Services
FRG,1.73,Other Specialty Retail
FWRG,1.24,Restaurants
SCS,1.34,Office Services and Supplies
ICHR,1.98,Semiconductor Materials and Equipment
EWCZ,1.53,Specialized Consumer Services
IMXI,0.469,Transaction and Payment Processing Services
AMSF,0.376,Property and Casualty Insurance
HPP,1.14,Office REITs
ASTE,1.52,Construction Machinery and Heavy Transportation Equipment
MLAB,0.696,Health Care Equipment
BFS,1.13,Retail REITs
ADEA,0.901,Systems Software
BHVN,2.847781333,Biotechnology
BRKL,0.689,Regional Banks
BLFS,1.85,Life Sciences Tools and Services
EQRX,0.682,Biotechnology
CWH,2.64,Automotive Retail
PAR,1.88,Electronic Equipment and Instruments
NIC,0.724,Regional Banks
CENX,2.72,Aluminum
HWKN,0.816,Commodity Chemicals
FLGT,1.61,Health Care Services
UTL,0.491,Multi-Utilities
OSTK,3.43,Homefurnishing Retail
AXL,2.27,Automotive Parts and Equipment
MIRM,1.33,Biotechnology
BALY,1.92,Casinos and Gaming
NYMT,1.84,Mortgage REITs
SLCA,2.6,Oil and Gas Equipment and Services
PLYM,1.4,Industrial REITs
PDM,1.01,Office REITs
PRDO,1.21,Education Services
ELVN,1.901531532,Pharmaceuticals
CFFN,0.377,Regional Banks
OM,1.55,Health Care Equipment
SLP,0.527,Health Care Technology
CHCT,0.726,Health Care REITs
NHC,0.296,Health Care Facilities
VERV,1.77,Biotechnology
GDOT,1.08,Consumer Finance
DCGO,0.974,Health Care Services
PRLB,1.16,Industrial Machinery and Supplies and Components
NWLI,0.801,Life and Health Insurance
UMH,1.27,Single-Family Residential REITs
ASLE,0.427,Aerospace and Defense
WOW,1.82,Cable and Satellite
UUUU,1.67,Coal and Consumable Fuels
STKL,1.48,Packaged Foods and Meats
STEM,2.2,Electrical Components and Equipment
DCOM,1.09,Regional Banks
SG,1.55,Restaurants
AMPS,0.689,Renewable Electricity
LPRO,0.776,Financial Exchanges and Data
IDT,1.14,Integrated Telecommunication Services
SPTN,0.733,Food Distributors
USLM,0.706,Construction Materials
IESC,1.26,Construction and Engineering
IMGN,0.944,Biotechnology
HCCI,1.19,Environmental and Facilities Services
AMWD,1.86,Building Products
CRNX,0.967,Biotechnology
AEHR,2.02,Semiconductor Materials and Equipment
GDYN,0.87,IT Consulting and Other Services
TWST,1.21,Biotechnology
HY,1.26,Industrial Machinery and Supplies and Components
WT,1.41,Asset Management and Custody Banks
EB,2.58,Interactive Media and Services
QNST,1.07,Interactive Media and Services
SCHN,1.55,Steel
CBAY,0.286,Pharmaceuticals
SGH,1.34,Semiconductors
ENTA,0.395,Biotechnology
UNIT,1.36,Other Specialized REITs
RTL,1.39,Retail REITs
ROVR,1.52,Specialized Consumer Services
RBCA.A,0.624,Regional Banks
CSII,0.751,Health Care Equipment
KURA,0.926,Biotechnology
THR,1.27,Electrical Components and Equipment
BHE,1.07,Electronic Manufacturing Services
HSTM,0.498,Health Care Technology
EFC,1.86,Mortgage REITs
PUMP,2.38,Oil and Gas Equipment and Services
NAT,0.138,Oil and Gas Storage and Transportation
RPT,1.66,Retail REITs
SKWD,1.304,Property and Casualty Insurance
INBX,2.97,Biotechnology
CBL,0.936,Retail REITs
RGNX,1.08,Biotechnology
CCRN,1.04,Health Care Services
CSR,0.948,Multi-Family Residential REITs
MRC,2.2,Trading Companies and Distributors
RILY,1.81,Investment Banking and Brokerage
HRT,1.48,Human Resource and Employment Services
COLL,0.809,Pharmaceuticals
BY,1.21,Regional Banks
AMRK,-0.073,Specialized Finance
BDN,1.13,Office REITs
AC,1.07,Asset Management and Custody Banks
GTN,1.61,Broadcasting
TMST,1.73,Steel
LPG,1.19,Oil and Gas Storage and Transportation
CDRE,1.23,Aerospace and Defense
FBMS,0.919,Regional Banks
THRY,0.883,Advertising
SHYF,1.97,Construction Machinery and Heavy Transportation Equipment
AHH,0.951,Diversified REITs
SMP,0.565,Automotive Parts and Equipment
MTTR,1.6,Application Software
IBRX,-0.364,Biotechnology
SSP,1.88,Broadcasting
PFBC,1.06,Regional Banks
ACEL,1.56,Casinos and Gaming
KREF,0.912,Mortgage REITs
LXU,1.61,Diversified Chemicals
AVO,0.544,Packaged Foods and Meats
MYE,1.43,"Metal, Glass and Plastic Containers"
GPRO,1.41,Consumer Electronics
JRVR,0.399,Property and Casualty Insurance
CRAI,1.29,Research and Consulting Services
FOR,1.63,Real Estate Development
ROCC,2.69,Oil and Gas Exploration and Production
SCSC,1.46,Technology Distributors
BFC,0.295,Regional Banks
CAL,1.76,Apparel Retail
WTTR,1.99,Oil and Gas Equipment and Services
AVPT,1.06,Application Software
LC,1.96,Consumer Finance
PNT,0.141,Biotechnology
ENFN,1.55,Application Software
REPX,1.26,Oil and Gas Exploration and Production
RWT,1.42,Mortgage REITs
INVA,0.555,Pharmaceuticals
ULH,1.24,Cargo Ground Transportation
VTLE,3.36,Oil and Gas Exploration and Production
BRSP,1.75,Mortgage REITs
AMCX,1.21,Broadcasting
COGT,-0.336,Biotechnology
TGI,2.64,Aerospace and Defense
SXC,1.23,Steel
HFWA,0.597,Regional Banks
KNSA,-0.08,Biotechnology
HIBB,1.64,Other Specialty Retail
CNDT,1.79,Data Processing and Outsourced Services
NEXT,1.05,Oil and Gas Storage and Transportation
INN,2.02,Hotel and Resort REITs
VTNR,2.07,Oil and Gas Refining and Marketing
FLWS,1.65,Other Specialty Retail
AOSL,2.49,Semiconductors
WTI,1.97,Oil and Gas Exploration and Production
BANC,1.29,Regional Banks
QCRH,0.969,Regional Banks
PFC,1.18,Regional Banks
ADMA,0.872,Biotechnology
SCWX,0.987,Systems Software
DM,0.536,Industrial Machinery and Supplies and Components
PUBM,0.923,Advertising
PLOW,1.05,Construction Machinery and Heavy Transportation Equipment
AMTB,1.22,Regional Banks
BOC,0.803,Advertising
TSE,1.5,Commodity Chemicals
VREX,0.776,Health Care Equipment
KOP,1.82,Commodity Chemicals
GIII,2.66,"Apparel, Accessories and Luxury Goods"
PEBO,0.807,Regional Banks
RICK,1.69,Leisure Facilities
NKLA,1.51,Construction Machinery and Heavy Transportation Equipment
MCRB,2.69,Biotechnology
XMTR,0.815,Trading Companies and Distributors
ALLO,0.801,Biotechnology
REVG,1.96,Construction Machinery and Heavy Transportation Equipment
CEVA,1.12,Semiconductors
SNPO,1.34,Consumer Electronics
NX,1.38,Building Products
CLFD,1.37,Communications Equipment
ACHR,2.16,Aerospace and Defense
AMBC,1.15,Property and Casualty Insurance
OSPN,0.855,Systems Software
ACMR,0.983,Semiconductor Materials and Equipment
SCVL,1.42,Apparel Retail
ETD,1.2,Home Furnishings
UVSP,0.929,Regional Banks
ACDC,3.591627907,Oil and Gas Equipment and Services
TELL,2.32,Oil and Gas Exploration and Production
DLX,1.56,Commercial Printing
CNOB,1.15,Regional Banks
EHAB,2.203,Health Care Services
SIBN,0.953,Health Care Equipment
CHS,1.24,Apparel Retail
TBPH,0.514,Pharmaceuticals
BJRI,1.93,Restaurants
TITN,1.66,Trading Companies and Distributors
CTBI,0.721,Regional Banks
TYRA,2.43,Biotechnology
CCSI,0.803,Application Software
PBI,2.22,Office Services and Supplies
MPLN,0.705,Health Care Technology
TRNS,0.783,Trading Companies and Distributors
INDT,0.838,Industrial REITs
SP,1.36,Environmental and Facilities Services
ARQT,0.519,Biotechnology
TERN,-1.05,Pharmaceuticals
SNBR,1.87,Homefurnishing Retail
UFCS,0.181,Property and Casualty Insurance
GNLX,2.847781333,Biotechnology
AVXL,0.754,Biotechnology
DCO,1.33,Aerospace and Defense
IDYA,0.887,Biotechnology
UHT,0.893,Health Care REITs
MAX,1.3,Interactive Media and Services
GNK,1.08,Marine Transportation
BIGC,0.669,Internet Services and Infrastructure
TWI,2.23,Agricultural and Farm Machinery
NUTX,2.155142857,Health Care Technology
AMWL,0.803,Health Care Technology
GRC,0.791,Industrial Machinery and Supplies and Components
BLBD,1.36,Construction Machinery and Heavy Transportation Equipment
DX,1.17,Mortgage REITs
HCAT,1.26,Health Care Technology
ANIP,1.06,Pharmaceuticals
DYN,0.278,Biotechnology
UBA,1.08,Retail REITs
CHUY,1.73,Restaurants
AVD,0.921,Fertilizers and Agricultural Chemicals
KRUS,1.95,Restaurants
CYH,1.73,Health Care Facilities
BASE,1.89,Application Software
KAMN,1,Aerospace and Defense
MLYS,2.847781333,Biotechnology
JOUT,0.866,Leisure Products
IHRT,1.66,Broadcasting
YORW,0.543,Water Utilities
VMEO,1.53,Interactive Media and Services
MOV,1.22,"Apparel, Accessories and Luxury Goods"
ARCT,2.56,Biotechnology
SMR,0.953,Heavy Electrical Equipment
HROW,0.164,Pharmaceuticals
HBT,0.908,Regional Banks
CIR,2.16,Industrial Machinery and Supplies and Components
PTSI,1.32,Cargo Ground Transportation
ATNI,0.405,Integrated Telecommunication Services
BLX,1.12,Specialized Finance
PLPC,0.76,Electrical Components and Equipment
DENN,1.68,Restaurants
RAPT,0.455,Biotechnology
VRAY,1.01,Health Care Equipment
HZO,1.48,Other Specialty Retail
OSBC,1.11,Regional Banks
VTOL,1.37,Oil and Gas Equipment and Services
HAYN,1.56,Steel
SANA,0.648,Biotechnology
EGLE,1.33,Marine Transportation
VITL,0.753,Packaged Foods and Meats
ATEX,0.639,Alternative Carriers
HLVX,2.847781333,Biotechnology
AMOT,1.48,Electrical Components and Equipment
FORR,0.938,Research and Consulting Services
PAHC,0.605,Pharmaceuticals
BRMK,1.18,Mortgage REITs
GSBC,0.752,Regional Banks
KELY.A,1.12,Human Resource and Employment Services
BXC,1.66,Trading Companies and Distributors
SPRY,2.847781333,Biotechnology
OFIX,0.873,Health Care Equipment
ASC,0.566,Oil and Gas Storage and Transportation
BBSI,1.33,Human Resource and Employment Services
ANAB,-0.101,Biotechnology
TRST,0.944,Regional Banks
TK,0.774,Oil and Gas Storage and Transportation
CSTL,1.04,Health Care Services
HSII,0.803,Human Resource and Employment Services
MTW,2.07,Construction Machinery and Heavy Transportation Equipment
OPI,1.24,Office REITs
NVAX,1.78,Biotechnology
GMRE,1.1,Health Care REITs
KE,1.41,Electronic Manufacturing Services
BRY,2.26,Oil and Gas Exploration and Production
WASH,0.752,Regional Banks
LAND,1.03,Other Specialized REITs
CASS,0.647,Transaction and Payment Processing Services
IGMS,-0.156,Biotechnology
LWLG,2.23,Electronic Components
ORGN,1.29,Commodity Chemicals
LYEL,0.756,Biotechnology
SEAT,1.01,Movies and Entertainment
CUBI,1.57,Regional Banks
HOUS,2.32,Real Estate Services
ALDX,1.07,Biotechnology
EE,1.69736,Oil and Gas Storage and Transportation
ZEUS,1.8,Steel
FPI,0.814,Other Specialized REITs
RPAY,1.23,Transaction and Payment Processing Services
CIFR,2.09,Application Software
VSEC,1.49,Diversified Support Services
RBBN,1.09,Communications Equipment
APEN,2.32,Health Care Equipment
SFIX,2.22,Apparel Retail
RGP,0.712,Research and Consulting Services
CCO,2.54,Advertising
FDMT,2.57,Biotechnology
TBI,1.46,Human Resource and Employment Services
IIIV,1.4,Transaction and Payment Processing Services
VPG,1.33,Electronic Equipment and Instruments
SWBI,1.07,Leisure Products
HAFC,0.973,Regional Banks
RXST,0.922,Health Care Supplies
TRTX,1.89,Mortgage REITs
CLW,0.83,Paper Products
ICPT,1.28,Biotechnology
FATE,1.52,Biotechnology
EVGO,1.95,Automotive Retail
FMBH,0.832,Regional Banks
DBI,2,Apparel Retail
LEGH,0.775,Homebuilding
UVE,0.907,Property and Casualty Insurance
CTIC,0.917,Biotechnology
WE,1.66,Real Estate Operating Companies
NFBK,0.636,Regional Banks
BKD,1.27,Health Care Facilities
TPIC,1.82,Heavy Electrical Equipment
HONE,0.716,Regional Banks
AGX,0.577,Construction and Engineering
FRPH,0.585,Real Estate Operating Companies
CRGY,0.929,Oil and Gas Exploration and Production
EBF,0.458,Commercial Printing
CHRS,0.916,Biotechnology
AMAL,0.824,Regional Banks
TWOU,1.22,Education Services
ARLO,1.56,Electronic Equipment and Instruments
HSC,2.08,Environmental and Facilities Services
VTS,3.742241379,Oil and Gas Exploration and Production
BTAI,1.19,Biotechnology
IIIN,1.1,Building Products
MCFT,1.78,Leisure Products
